Location,Price,Rooms,Bathrooms,Car Parks,Property Type,Size,Furnishing
"Bangsar, Kuala Lumpur","1,800,000",6,3,2,2-sty Terrace/Link House,1875,Partly Furnished
"Taman Tun Dr Ismail, Kuala Lumpur","2,880,000",5,4,3,Semi-detached House (Intermediate),3600,Partly Furnished
"Bangsar, Kuala Lumpur","1,570,000",4,3,2,2-sty Terrace/Link House (Intermediate),1875,Partly Furnished
"Bangsar, Kuala Lumpur","5,850,000",7,6,2,Bungalow,6650,Partly Furnished
"Bangsar, Kuala Lumpur","2,500,000",5,4,2,2-sty Terrace/Link House,2250,Partly Furnished
"Bandar Damai Perdana, Kuala Lumpur","720,000",4,3,2,2-sty Terrace/Link House (Intermediate),1690,Partly Furnished
"Wangsa Maju, Kuala Lumpur","430,000",4,2,1,Apartment (Corner),1173,Partly Furnished
"Cheras, Kuala Lumpur","3,288,888",6,6,6,Semi-detached House (Intermediate),4400,Unfurnished
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur","830,000",4,3,2,2-sty Terrace/Link House (Intermediate),1600,Unfurnished
"OUG, Kuala Lumpur","1,950,000",5,3,2,Semi-detached House,4100,Partly Furnished
"Taman Desa, Kuala Lumpur","460,000",1,1,1,Serviced Residence,578,Fully Furnished
"Cheras, Kuala Lumpur","1,130,000",5,5,2,2-sty Terrace/Link House,1950,Partly Furnished
"Taman Desa, Kuala Lumpur","2,680,000",4,5,4,3-sty Terrace/Link House (Intermediate),2080,Partly Furnished
"Sungai Besi, Kuala Lumpur","1,430,000",5,6,2,3-sty Terrace/Link House (Intermediate),2080,Unfurnished
"Taman Melawati, Kuala Lumpur","2,350,000",5,5,4,3-sty Terrace/Link House (Intermediate),2132,Partly Furnished
"Bangsar, Kuala Lumpur","2,550,000",4,4,2,2-sty Terrace/Link House (Intermediate),2500,Partly Furnished
"Sunway SPK, Kuala Lumpur","1,200,000",4,4,2,Townhouse (Intermediate),2262,Partly Furnished
"OUG, Kuala Lumpur","2,520,000",7,5,2,Semi-detached House,4000,Partly Furnished
"Kepong, Kuala Lumpur","830,000",4,3,2,2-sty Terrace/Link House (Intermediate),1870,Partly Furnished
"Damansara Heights, Kuala Lumpur","12,500,000",7,9,8,Bungalow,8000,Fully Furnished
"Puchong, Kuala Lumpur","600,000",3,2,2,1-sty Terrace/Link House,1400,Partly Furnished
"Bandar Damai Perdana, Kuala Lumpur","730,000",4,2,2,2-sty Terrace/Link House,1400,Partly Furnished
"Sunway SPK, Kuala Lumpur","1,250,000",4,4,2,Townhouse (Intermediate),2262,Partly Furnished
"Sunway SPK, Kuala Lumpur","1,350,000",4,4,2,Townhouse (Intermediate),2262,Partly Furnished
"Taman Desa, Kuala Lumpur","648,000",3,2,2,Serviced Residence (Intermediate),936,Partly Furnished
"Kuchai Lama, Kuala Lumpur","490,000",3,2,2,Serviced Residence (Intermediate),935,Fully Furnished
"Pandan Indah, Kuala Lumpur","1,230,000",6,4,4,Townhouse,4900,Partly Furnished
"Sri Hartamas, Kuala Lumpur","3,500,000",5,5,3,Semi-detached House,3874,Partly Furnished
"Sri Petaling, Kuala Lumpur","980,000",5,4,2,2.5-sty Terrace/Link House (Intermediate),1760,Unfurnished
"Damansara Heights, Kuala Lumpur","5,800,000",7,7,8,Bungalow,7000,Partly Furnished
"Sunway SPK, Kuala Lumpur","1,280,000",4,4,2,Townhouse (Intermediate),2262,Unfurnished
"Cheras, Kuala Lumpur","699,000",4,3,2,2-sty Terrace/Link House (Intermediate),1650,Unfurnished
"Mont Kiara, Kuala Lumpur","3,800,000",5,4,2,Semi-detached House (Intermediate),2392,Partly Furnished
"Damansara Heights, Kuala Lumpur","5,850,000",7,7,4,Bungalow (Intermediate),6100,Partly Furnished
"Wangsa Maju, Kuala Lumpur","1,920,000",5,3,2,Semi-detached House (Corner),5000,Partly Furnished
"Cheras, Kuala Lumpur","905,000",5,3,2,2-sty Terrace/Link House (Intermediate),1540,Partly Furnished
"Cheras, Kuala Lumpur","680,000",4,3,2,Townhouse (Intermediate),2464,Partly Furnished
"Sunway SPK, Kuala Lumpur","1,350,000",4,4,2,Townhouse (Intermediate),2262,Partly Furnished
"Desa ParkCity, Kuala Lumpur","6,300,000",7,7,2,Bungalow,6800,Partly Furnished
"Desa ParkCity, Kuala Lumpur","8,100,000",7,6,2,Bungalow,6900,Partly Furnished
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur","2,650,000",7,6,4,Bungalow (Corner),3068,Partly Furnished
"Mont Kiara, Kuala Lumpur","14,500,000",7,8,5,Bungalow,8600,Fully Furnished
"Bandar Damai Perdana, Kuala Lumpur","620,000",4,2,2,2-sty Terrace/Link House,1080,Partly Furnished
"Dutamas, Kuala Lumpur","2,300,000",6,6,2,Semi-detached House,1894,Partly Furnished
"Federal Hill, Kuala Lumpur","3,300,000",5,6,2,Townhouse (Corner),3300,Partly Furnished
"Federal Hill, Kuala Lumpur","4,600,000",5,6,2,Semi-detached House (Intermediate),7950,Partly Furnished
"Cheras, Kuala Lumpur","1,100,000",5,3,2,Condominium (Corner),1608,Partly Furnished
"Cheras, Kuala Lumpur","990,000",5,3,2,Condominium (Intermediate),1672,Partly Furnished
"Mont Kiara, Kuala Lumpur","7,300,000",7,6,2,Bungalow (Corner),7500,Partly Furnished
"Mont Kiara, Kuala Lumpur","7,680,000",7,6,6,Bungalow,7200,Partly Furnished
"Sri Hartamas, Kuala Lumpur","14,800,000",7,7,5,Bungalow (Corner),13041,Fully Furnished
"Sri Hartamas, Kuala Lumpur","14,800,000",7,7,2,Bungalow,8600,Fully Furnished
"Sri Petaling, Kuala Lumpur","370,000",2,2,1,2-sty Terrace/Link House (Intermediate),825,Partly Furnished
"Sri Hartamas, Kuala Lumpur","16,000,000",7,7,28,Bungalow,17800,Partly Furnished
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur","1,200,000",3,4,2,Condominium (Intermediate),1875,Partly Furnished
"Bangsar South, Kuala Lumpur","690,000",2,2,1,Serviced Residence (Intermediate),815,Fully Furnished
"Kepong, Kuala Lumpur","638,000",4,2,4,1.5-sty Terrace/Link House (EndLot),1890,Partly Furnished
"Mont Kiara, Kuala Lumpur","1,550,000",4,3,2,Condominium,1871,Fully Furnished
"Taman Tun Dr Ismail, Kuala Lumpur","5,350,000",7,4,2,Bungalow (Intermediate),7200,Partly Furnished
"Cheras, Kuala Lumpur","599,000",4,3,2,2-sty Terrace/Link House (Intermediate),1400,Partly Furnished
"Bukit Jalil, Kuala Lumpur","1,250,000",6,4,2,3-sty Terrace/Link House (Intermediate),1720,Partly Furnished
"Mont Kiara, Kuala Lumpur","4,280,000",6,5,4,Semi-detached House (EndLot),4000,Partly Furnished
"Bukit Jalil, Kuala Lumpur","3,200,000",7,7,5,Semi-detached House (Intermediate),5317,Partly Furnished
"Taman Tun Dr Ismail, Kuala Lumpur","5,000,000",7,7,2,Bungalow (Intermediate),8000,Partly Furnished
"Wangsa Maju, Kuala Lumpur","385,000",2,2,1,Serviced Residence (Intermediate),657,Partly Furnished
"Cheras, Kuala Lumpur","880,000",5,4,2,2-sty Terrace/Link House (EndLot),1820,Partly Furnished
"Desa ParkCity, Kuala Lumpur","2,850,000",4,4,3,3-sty Terrace/Link House (Intermediate),1320,Partly Furnished
"Ampang Hilir, Kuala Lumpur","2,600,000",4,5,3,2-sty Terrace/Link House,2700,Partly Furnished
"Sri Hartamas, Kuala Lumpur","3,500,000",4,4,2,Bungalow,1980,Fully Furnished
"Ampang, Kuala Lumpur","2,980,000",7,7,2,Bungalow (Corner),6000,Unfurnished
"Bangsar, Kuala Lumpur","12,000,000",7,6,4,Bungalow,11500,Partly Furnished
"Bangsar, Kuala Lumpur","7,500,000",7,7,2,Bungalow,6000,Partly Furnished
"Taman Tun Dr Ismail, Kuala Lumpur","2,200,000",2,3,2,2-sty Terrace/Link House,2850,Partly Furnished
"Desa ParkCity, Kuala Lumpur","4,200,000",5,6,2,2.5-sty Terrace/Link House (EndLot),2170,Partly Furnished
"Wangsa Maju, Kuala Lumpur","680,000",4,2,2,2-sty Terrace/Link House (Intermediate),1200,Fully Furnished
"Sentul, Kuala Lumpur","1,200,000",4,3,2,Condominium,1757,Partly Furnished
"Desa ParkCity, Kuala Lumpur","4,500,000",5,5,2,2.5-sty Terrace/Link House (Intermediate),2170,Unfurnished
"Bukit Jalil, Kuala Lumpur","450,000",3,2,1,Condominium (EndLot),1222,Fully Furnished
"Sungai Besi, Kuala Lumpur","1,200,000",5,4,3,3-sty Terrace/Link House (Intermediate),1600,Fully Furnished
"Setapak, Kuala Lumpur","650,000",4,3,2,2-sty Terrace/Link House (Corner),1790,Partly Furnished
"Desa ParkCity, Kuala Lumpur","4,600,000",5,5,2,2.5-sty Terrace/Link House (Intermediate),2170,Unfurnished
"Kepong, Kuala Lumpur","750,000",4,3,3,2-sty Terrace/Link House,1540,Unfurnished
"Bangsar, Kuala Lumpur","3,880,000",4,2,4,Bungalow (Intermediate),1760,Fully Furnished
"Sunway SPK, Kuala Lumpur","2,050,000",6,4,4,2.5-sty Terrace/Link House (EndLot),1760,Partly Furnished
"Cheras, Kuala Lumpur","540,000",4,3,2,2-sty Terrace/Link House,1170,Partly Furnished
"Cheras, Kuala Lumpur","498,000",4,3,2,2-sty Terrace/Link House,1080,Unfurnished
"Jalan Kuching, Kuala Lumpur","385,000",3,2,2,Apartment,1221,Partly Furnished
"Sunway SPK, Kuala Lumpur","1,750,000",5,5,4,2.5-sty Terrace/Link House (EndLot),1760,Partly Furnished
"Mont Kiara, Kuala Lumpur","2,500,000",6,6,2,Semi-detached House,3600,Partly Furnished
"Bukit Jalil, Kuala Lumpur","1,650,000",6,5,2,3-sty Terrace/Link House (EndLot),1760,Partly Furnished
"Bangsar, Kuala Lumpur","16,000,000",7,8,2,Bungalow,11500,Partly Furnished
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur","2,000,000",6,5,2,Semi-detached House (Intermediate),3960,Unfurnished
"Ampang, Kuala Lumpur","1,400,000",5,4,6,Semi-detached House,3200,Partly Furnished
"Bangsar, Kuala Lumpur","4,380,000",7,5,2,Bungalow,6500,Partly Furnished
"Bangsar, Kuala Lumpur","18,000,000",7,8,5,Bungalow (Intermediate),15000,Partly Furnished
"Ampang Hilir, Kuala Lumpur","606,000",3,3,2,2-sty Terrace/Link House (Intermediate),1200,Partly Furnished
"Sunway SPK, Kuala Lumpur","2,050,000",6,5,3,2.5-sty Terrace/Link House (EndLot),1760,Partly Furnished
"Sunway SPK, Kuala Lumpur","1,980,000",4,4,2,2.5-sty Terrace/Link House (EndLot),1760,Partly Furnished
"Bukit Jalil, Kuala Lumpur","4,000,000",7,7,4,Bungalow (Intermediate),5337,Partly Furnished
"Dutamas, Kuala Lumpur","2,500,000",5,5,2,Semi-detached House,3800,Fully Furnished
"Bukit Jalil, Kuala Lumpur","3,200,000",7,7,5,Bungalow (Intermediate),5317,Partly Furnished
"Sunway SPK, Kuala Lumpur","1,750,000",6,5,2,2.5-sty Terrace/Link House (EndLot),1760,Partly Furnished
"Taman Melawati, Kuala Lumpur","1,480,000",5,4,2,2-sty Terrace/Link House,2720,Partly Furnished
"Desa Pandan, Kuala Lumpur","1,200,000",3,2,2,Serviced Residence,2000,Unfurnished
"Desa ParkCity, Kuala Lumpur","4,990,000",8,8,4,3.5-sty Terrace/Link House,3300,Partly Furnished
"Bukit Jalil, Kuala Lumpur","1,950,000",5,4,2,3-sty Terrace/Link House,2040,Partly Furnished
"Bukit Jalil, Kuala Lumpur","1,750,000",5,4,2,3-sty Terrace/Link House,2160,Partly Furnished
"Bukit Jalil, Kuala Lumpur","1,850,000",5,4,2,3-sty Terrace/Link House,2040,Partly Furnished
"Bukit Jalil, Kuala Lumpur","1,790,000",4,4,2,3-sty Terrace/Link House,1840,Partly Furnished
"Taman Melawati, Kuala Lumpur","1,500,000",5,4,2,2-sty Terrace/Link House (Intermediate),2720,Partly Furnished
"Bukit Jalil, Kuala Lumpur","1,800,000",5,4,2,3-sty Terrace/Link House,2040,Partly Furnished
"Sri Hartamas, Kuala Lumpur","2,750,000",7,4,2,2-sty Terrace/Link House,2720,Partly Furnished
"Bukit Tunku (Kenny Hills), Kuala Lumpur","2,500,000",4,4,3,Condominium (Corner),3788,Partly Furnished
"Bukit Tunku (Kenny Hills), Kuala Lumpur","9,000,000",7,7,4,Bungalow (Corner),8500,Partly Furnished
"Bukit Tunku (Kenny Hills), Kuala Lumpur","17,000,000",7,9,5,Bungalow (Intermediate),26920,Partly Furnished
"Bukit Tunku (Kenny Hills), Kuala Lumpur","8,000,000",7,6,8,Bungalow (Corner),20800,Partly Furnished
"Bukit Tunku (Kenny Hills), Kuala Lumpur","8,000,000",7,7,6,Bungalow (Corner),20600,Partly Furnished
"Bukit Tunku (Kenny Hills), Kuala Lumpur","11,000,000",7,6,4,Bungalow (Corner),28313,Unfurnished
"Cheras, Kuala Lumpur","3,250,000",7,7,2,Bungalow (Intermediate),5000,Unfurnished
"Bukit Jalil, Kuala Lumpur","398,000",3,2,1,Apartment (Corner),952,Partly Furnished
"Bukit Jalil, Kuala Lumpur","590,000",4,2,1,Condominium (EndLot),1252,Fully Furnished
"Bukit Jalil, Kuala Lumpur","3,000,000",7,6,2,Semi-detached House,4983,Unfurnished
"Bukit Jalil, Kuala Lumpur","2,850,000",5,4,2,3-sty Terrace/Link House,4040,Partly Furnished
"Bukit Jalil, Kuala Lumpur","2,500,000",5,4,2,3-sty Terrace/Link House (Corner),4590,Partly Furnished
"Desa ParkCity, Kuala Lumpur","4,950,000",7,7,2,3.5-sty Terrace/Link House (Intermediate),2805,Unfurnished
"Desa ParkCity, Kuala Lumpur","5,000,000",8,9,2,3.5-sty Terrace/Link House (Intermediate),2805,Partly Furnished
"Desa ParkCity, Kuala Lumpur","5,500,000",8,8,2,3.5-sty Terrace/Link House (Intermediate),2805,Partly Furnished
"Ampang, Kuala Lumpur","2,450,000",6,4,5,3-sty Terrace/Link House (EndLot),4112,Partly Furnished
"Desa ParkCity, Kuala Lumpur","6,200,000",8,9,2,3.5-sty Terrace/Link House,2805,Partly Furnished
"Country Heights Damansara, Kuala Lumpur","9,500,000",7,7,6,Bungalow (Corner),10000,Partly Furnished
"Country Heights Damansara, Kuala Lumpur","9,000,000",7,10,10,Bungalow,11700,Partly Furnished
"Country Heights Damansara, Kuala Lumpur","8,180,000",7,6,4,Bungalow,9709,Partly Furnished
"Damansara Heights, Kuala Lumpur","14,000,000",7,6,2,Bungalow,9124,Partly Furnished
"Damansara Heights, Kuala Lumpur","12,800,000",7,9,10,Bungalow (Intermediate),8000,Fully Furnished
"Damansara Heights, Kuala Lumpur","3,800,000",7,6,4,Bungalow,5000,Partly Furnished
"Damansara Heights, Kuala Lumpur","13,000,000",7,6,6,Bungalow,12300,Partly Furnished
"Damansara Heights, Kuala Lumpur","4,100,000",7,5,5,Bungalow (Corner),6144,Partly Furnished
"Damansara Heights, Kuala Lumpur","15,000,000",7,8,6,Bungalow (Corner),9000,Partly Furnished
"Desa ParkCity, Kuala Lumpur","6,500,000",8,7,2,3.5-sty Terrace/Link House,2805,Partly Furnished
"Taman Tun Dr Ismail, Kuala Lumpur","1,430,000",2,2,1,Condominium (Corner),1045,Partly Furnished
"Kepong, Kuala Lumpur","1,180,000",5,3,6,2-sty Terrace/Link House (EndLot),2380,Unfurnished
"Damansara Heights, Kuala Lumpur","6,500,000",7,7,2,Bungalow,6300,Partly Furnished
"Sri Hartamas, Kuala Lumpur","3,500,000",5,5,2,4-sty Terrace/Link House,2500,Unfurnished
"Taman Desa, Kuala Lumpur","1,450,000",5,3,2,2-sty Terrace/Link House,1870,Unfurnished
"Damansara Heights, Kuala Lumpur","4,600,000",7,6,3,Bungalow (Intermediate),6360,Partly Furnished
"Damansara Heights, Kuala Lumpur","12,500,000",7,6,2,Bungalow,8000,Fully Furnished
"Damansara Heights, Kuala Lumpur","7,500,000",7,6,6,Bungalow (Intermediate),11000,Partly Furnished
"Desa ParkCity, Kuala Lumpur","8,300,000",7,6,10,Bungalow (Intermediate),6900,Partly Furnished
"Desa ParkCity, Kuala Lumpur","8,200,000",7,6,4,Bungalow (Intermediate),6878,Partly Furnished
"Desa ParkCity, Kuala Lumpur","6,200,000",7,5,4,Bungalow (Intermediate),7329,Partly Furnished
"Federal Hill, Kuala Lumpur","5,950,000",7,6,2,Bungalow (Intermediate),9548,Partly Furnished
"Kepong, Kuala Lumpur","1,800,000",6,6,2,Semi-detached House (Intermediate),2380,Unfurnished
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur","2,500,000",7,7,5,Bungalow,4817,Fully Furnished
"Taman Tun Dr Ismail, Kuala Lumpur","2,200,000",5,3,2,2-sty Terrace/Link House (Corner),2380,Partly Furnished
"Kepong, Kuala Lumpur","2,680,000",7,6,2,Bungalow (Intermediate),5000,Partly Furnished
"Mont Kiara, Kuala Lumpur","9,900,000",7,8,2,Bungalow (Corner),8700,Partly Furnished
"Setiawangsa, Kuala Lumpur","8,500,000",10,9,2,2.5-sty Terrace/Link House (Intermediate),8000,Partly Furnished
"Kepong, Kuala Lumpur","1,800,000",6,5,2,Semi-detached House (Intermediate),2380,Partly Furnished
"Kepong, Kuala Lumpur","3,600,000",6,6,7,Semi-detached House (Intermediate),4500,Partly Furnished
"Desa Petaling, Kuala Lumpur","3,230,000",5,5,2,Semi-detached House,2380,Unknown
"Setiawangsa, Kuala Lumpur","3,180,000",5,3,3,2-sty Terrace/Link House (Corner),3600,Partly Furnished
"KL Sentral, Kuala Lumpur","1,200,000",2,1,1,Condominium (Intermediate),811,Fully Furnished
"Cheras, Kuala Lumpur","1,600,000",5,5,2,2-sty Terrace/Link House,2720,Unfurnished
"Cheras, Kuala Lumpur","1,800,000",5,6,2,Semi-detached House (Intermediate),3475,Partly Furnished
"Bukit Jalil, Kuala Lumpur","2,300,000",6,6,2,3-sty Terrace/Link House,2720,Partly Furnished
"Cheras, Kuala Lumpur","1,050,000",5,4,3,Semi-detached House (Intermediate),2625,Partly Furnished
"Mont Kiara, Kuala Lumpur","6,700,000",7,7,2,Bungalow (Intermediate),7847,Partly Furnished
"Kepong, Kuala Lumpur","1,950,000",4,2,2,Semi-detached House (Intermediate),2625,Partly Furnished
"Kepong, Kuala Lumpur","1,950,000",6,6,2,Semi-detached House (Intermediate),2880,Unfurnished
"Kepong, Kuala Lumpur","2,200,000",6,6,2,Semi-detached House (Intermediate),3060,Unfurnished
"Dutamas, Kuala Lumpur","1,150,000",5,4,2,Condominium (Intermediate),1970,Fully Furnished
"Dutamas, Kuala Lumpur","938,000",5,4,2,Condominium (Corner),1830,Fully Furnished
"Dutamas, Kuala Lumpur","1,550,000",6,6,3,Condominium (Corner),4740,Partly Furnished
"Dutamas, Kuala Lumpur","1,880,000",5,4,2,Condominium (Corner),5823,Fully Furnished
"Dutamas, Kuala Lumpur","740,000",4,3,2,Condominium (Intermediate),1356,Fully Furnished
"Dutamas, Kuala Lumpur","1,700,000",7,6,3,Condominium (Corner),3600,Fully Furnished
"Dutamas, Kuala Lumpur","3,280,000",6,6,2,Semi-detached House,4047,Partly Furnished
"Taman Melawati, Kuala Lumpur","1,200,000",4,3,2,2-sty Terrace/Link House (Corner),2660,Partly Furnished
"Kuchai Lama, Kuala Lumpur","2,850,000",5,5,2,Semi-detached House (Corner),6300,Partly Furnished
"Mont Kiara, Kuala Lumpur","7,500,000",7,7,3,Bungalow,6100,Partly Furnished
"Sri Hartamas, Kuala Lumpur","3,200,000",6,5,2,Semi-detached House,3600,Partly Furnished
"Desa ParkCity, Kuala Lumpur","3,490,000",5,5,2,3-sty Terrace/Link House (Corner),2850,Partly Furnished
"Mont Kiara, Kuala Lumpur","12,000,000",7,6,6,Bungalow,9600,Partly Furnished
"Mont Kiara, Kuala Lumpur","7,300,000",7,6,2,Bungalow,7000,Partly Furnished
"Cheras, Kuala Lumpur","2,280,000",5,7,4,Semi-detached House (Corner),5900,Partly Furnished
"Desa ParkCity, Kuala Lumpur","2,895,000",5,4,2,2-sty Terrace/Link House (EndLot),2850,Partly Furnished
"Bangsar, Kuala Lumpur","2,600,000",4,3,5,2-sty Terrace/Link House (Corner),3797,Fully Furnished
"Desa ParkCity, Kuala Lumpur","2,800,000",5,4,2,2-sty Terrace/Link House (EndLot),2850,Partly Furnished
"OUG, Kuala Lumpur","5,900,000",7,8,2,Bungalow (Corner),12722,Partly Furnished
"Desa ParkCity, Kuala Lumpur","2,800,000",5,4,2,2-sty Terrace/Link House (EndLot),2850,Partly Furnished
"OUG, Kuala Lumpur","3,600,000",7,6,2,Bungalow (Corner),4900,Partly Furnished
"Bukit Jalil, Kuala Lumpur","855,000",4,3,2,Condominium,1513,Unfurnished
"Cheras, Kuala Lumpur","728,000",4,3,2,2-sty Terrace/Link House (Intermediate),1300,Partly Furnished
"Wangsa Maju, Kuala Lumpur","383,820",3,2,2,Condominium (Intermediate),1270,Unfurnished
"Taman Melawati, Kuala Lumpur","1,950,000",6,6,4,Semi-detached House (Intermediate),3040,Unfurnished
"Setapak, Kuala Lumpur","420,000",4,2,2,Condominium,1207,Unfurnished
"Segambut, Kuala Lumpur","3,800,000",7,7,8,Bungalow (Intermediate),4667,Unfurnished
"Sri Petaling, Kuala Lumpur","410,000",3,2,1,1-sty Terrace/Link House,784,Partly Furnished
"Cheras, Kuala Lumpur","1,750,000",6,6,2,Semi-detached House (Intermediate),3200,Unfurnished
"Cheras, Kuala Lumpur","968,000",3,2,2,2-sty Terrace/Link House (Corner),3000,Unfurnished
"Kepong, Kuala Lumpur","2,100,000",6,6,5,Semi-detached House (Intermediate),3230,Unfurnished
"SEMARAK, Kuala Lumpur","3,500,000",7,5,2,Bungalow,7980,Unfurnished
"Seputeh, Kuala Lumpur","7,480,000",7,6,2,Bungalow (Corner),8812,Fully Furnished
"Taman Tun Dr Ismail, Kuala Lumpur","1,088,000",5,5,4,Semi-detached House (Corner),4004,Unfurnished
"Damansara, Kuala Lumpur","1,088,000",5,5,4,Semi-detached House (Corner),4004,Unfurnished
"Desa ParkCity, Kuala Lumpur","1,088,000",5,5,4,Semi-detached House (Corner),4004,Unfurnished
"Kepong, Kuala Lumpur","1,088,000",5,5,4,Semi-detached House (Corner),4004,Unfurnished
"Damansara Heights, Kuala Lumpur","4,350,000",5,6,2,Semi-detached House (Corner),3600,Partly Furnished
"Setapak, Kuala Lumpur","3,000,000",7,7,2,Bungalow (Corner),5000,Partly Furnished
"Sri Hartamas, Kuala Lumpur","10,000,000",7,9,2,Bungalow,8611,Partly Furnished
"Sri Hartamas, Kuala Lumpur","9,000,000",7,7,6,Bungalow (Corner),16436,Fully Furnished
"Taman Tun Dr Ismail, Kuala Lumpur","4,580,000",7,5,5,Bungalow (Intermediate),6000,Partly Furnished
"Jalan Ipoh, Kuala Lumpur","2,780,000",7,7,2,Semi-detached House,3534,Fully Furnished
"Bangsar, Kuala Lumpur","3,380,000",5,5,2,3.5-sty Terrace/Link House (Intermediate),2000,Partly Furnished
"Cheras, Kuala Lumpur","625,000",4,3,2,2-sty Terrace/Link House (Intermediate),1200,Partly Furnished
"Bangsar, Kuala Lumpur","2,990,000",5,3,3,2-sty Terrace/Link House (EndLot),3315,Partly Furnished
"Taman Tun Dr Ismail, Kuala Lumpur","2,480,000",6,3,3,Semi-detached House (Intermediate),3705,Partly Furnished
"Taman Tun Dr Ismail, Kuala Lumpur","8,800,000",7,9,2,Bungalow (Corner),16001,Partly Furnished
"Damansara Heights, Kuala Lumpur","3,700,000",5,4,4,Semi-detached House (Corner),5354,Partly Furnished
"Damansara Heights, Kuala Lumpur","2,990,000",5,4,4,Semi-detached House (Intermediate),3550,Partly Furnished
"Damansara Heights, Kuala Lumpur","2,990,000",5,4,3,Semi-detached House (Intermediate),3550,Partly Furnished
"Bukit Jalil, Kuala Lumpur","1,480,000",5,5,2,3-sty Terrace/Link House (Intermediate),1584,Unfurnished
"Taman Tun Dr Ismail, Kuala Lumpur","8,880,000",7,9,2,Bungalow (Corner),16001,Partly Furnished
"Kepong, Kuala Lumpur","838,000",4,3,2,2-sty Terrace/Link House (Intermediate),1700,Partly Furnished
"Setapak, Kuala Lumpur","1,800,000",7,6,8,2.5-sty Terrace/Link House (Intermediate),3844,Partly Furnished
"Mont Kiara, Kuala Lumpur","3,000,000",6,5,2,Semi-detached House (Corner),4000,Partly Furnished
"Kepong, Kuala Lumpur","1,100,000",5,5,4,Semi-detached House,4000,Unfurnished
"Sri Hartamas, Kuala Lumpur","3,600,000",4,4,2,3.5-sty Terrace/Link House,2000,Partly Furnished
"Cheras, Kuala Lumpur","360,000",3,2,1,Condominium (Corner),962,Unfurnished
"Alam Damai, Kuala Lumpur","880,000",4,4,2,2-sty Terrace/Link House (Intermediate),1650,Partly Furnished
"Sri Hartamas, Kuala Lumpur","3,200,000",4,2,2,3-sty Terrace/Link House,1507,Partly Furnished
"Sri Petaling, Kuala Lumpur","2,500,000",6,6,2,Semi-detached House (Intermediate),4800,Partly Furnished
"Sri Petaling, Kuala Lumpur","3,400,000",7,7,2,Semi-detached House,4800,Fully Furnished
"Kepong, Kuala Lumpur","999,999",4,3,4,2-sty Terrace/Link House (Corner),2400,Partly Furnished
"OUG, Kuala Lumpur","1,600,000",5,5,3,Semi-detached House (Intermediate),2800,Partly Furnished
"Batu Caves, Kuala Lumpur","588,000",2,2,1,Serviced Residence (Intermediate),904,Unfurnished
"Batu Caves, Kuala Lumpur","738,000",3,2,2,Serviced Residence (Intermediate),1109,Partly Furnished
"Desa ParkCity, Kuala Lumpur","3,300,000",5,5,4,Bungalow (Intermediate),3200,Partly Furnished
"Desa ParkCity, Kuala Lumpur","4,100,000",5,5,4,Bungalow (Intermediate),3200,Partly Furnished
"Kepong, Kuala Lumpur","530,000",3,2,1,Condominium (Corner),1030,Unfurnished
"Desa ParkCity, Kuala Lumpur","3,890,000",8,6,4,Semi-detached House (EndLot),3200,Partly Furnished
"Desa ParkCity, Kuala Lumpur","3,450,000",7,6,2,Semi-detached House (Intermediate),3200,Partly Furnished
"Bangsar, Kuala Lumpur","7,500,000",8,7,6,Bungalow,8000,Partly Furnished
"Bangsar, Kuala Lumpur","5,000,000",8,6,5,Bungalow,5270,Partly Furnished
"Bukit Jalil, Kuala Lumpur","4,300,000",8,8,2,Bungalow,5700,Fully Furnished
"Cheras, Kuala Lumpur","1,780,000",6,6,4,Semi-detached House (Corner),3200,Unfurnished
"Desa ParkCity, Kuala Lumpur","3,380,000",5,5,2,Bungalow (Corner),3200,Partly Furnished
"Bukit Tunku (Kenny Hills), Kuala Lumpur","14,800,000",8,9,6,Bungalow (Corner),12000,Partly Furnished
"Desa ParkCity, Kuala Lumpur","3,890,000",6,6,4,Semi-detached House (Corner),3200,Fully Furnished
"Bukit Tunku (Kenny Hills), Kuala Lumpur","14,800,000",8,8,6,Bungalow (Corner),12000,Partly Furnished
"Mont Kiara, Kuala Lumpur","4,800,000",7,5,2,Semi-detached House,4000,Fully Furnished
"Sungai Besi, Kuala Lumpur","2,500,000",5,5,5,Semi-detached House,3200,Partly Furnished
"Cheras, Kuala Lumpur","700,000",5,3,2,2-sty Terrace/Link House (EndLot),2400,Unfurnished
"Kepong, Kuala Lumpur","1,900,000",6,6,2,Semi-detached House (Corner),3200,Unfurnished
"Bukit Tunku (Kenny Hills), Kuala Lumpur","14,800,000",8,8,8,Bungalow,11981,Partly Furnished
"Bukit Tunku (Kenny Hills), Kuala Lumpur","15,000,000",8,8,6,Bungalow (Corner),12000,Partly Furnished
"Kepong, Kuala Lumpur","1,230,000",5,4,2,3-sty Terrace/Link House (Intermediate),1400,Partly Furnished
"Kepong, Kuala Lumpur","1,360,000",5,4,2,3-sty Terrace/Link House (Intermediate),1400,Partly Furnished
